Id,CreationDate,PostId,RelatedPostId,LinkTypeId
"1190648","2014-12-22 16:20:41","70077","52336","1"
"1191216","2014-12-24 21:21:05","70170","1863","3"
"1191232","2014-12-24 21:55:49","70172","74","3"
"1191913","2014-12-28 20:04:57","10853","58302","1"
"1192005","2014-12-29 07:30:09","70233","18991","1"
"1192102","2014-12-29 11:08:50","70241","16666","1"
"1192104","2014-12-29 11:25:19","70241","16666","3"
"1192358","2014-12-30 10:52:49","70157","33587","1"
"1192418","2014-12-30 13:43:39","70301","56332","1"
"1192604","2014-12-31 10:06:05","70311","70295","1"
"1192610","2014-12-31 10:47:35","57680","372","3"
"1192629","2014-12-31 12:09:46","68160","56130","1"
"1192660","2014-12-31 15:30:10","70342","2069","3"
"1192851","2015-01-01 17:37:25","50363","41682","1"
"1192874","2015-01-01 19:39:01","70368","2117","1"
"1193163","2015-01-02 23:00:00","70385","70386","1"
"1193269","2015-01-03 14:33:57","69655","56332","1"
"1193453","2015-01-03 23:56:38","70405","13273","1"
"1193652","2015-01-04 16:13:06","13273","39262","1"
"1193663","2015-01-04 16:18:02","70405","39262","1"
"1193730","2015-01-04 23:04:18","70407","45019","1"
"1193856","2015-01-05 12:25:39","70447","1318","1"
"1193960","2015-01-05 18:30:50","70464","11660","1"
"1194012","2015-01-05 20:49:57","70448","4439","1"
"1194061","2015-01-06 09:41:51","70448","4705","1"
"1194187","2015-01-06 22:34:58","70533","20130","1"
"1194208","2015-01-06 23:06:37","70533","70208","1"
"1195231","2015-01-07 09:13:29","71545","39101","1"
"1195243","2015-01-07 10:02:20","71545","39101","3"
"1195274","2015-01-07 13:43:33","71536","29683","1"
"1195415","2015-01-07 21:42:56","71584","67609","1"
"1195630","2015-01-08 20:33:51","71637","11998","1"
"1195717","2015-01-09 09:40:23","71637","5456","1"
"1195797","2015-01-09 14:36:09","71685","22574","1"
"1195885","2015-01-09 19:45:42","71708","74","1"
"1195942","2015-01-09 20:51:40","71685","22574","3"
"1195974","2015-01-09 21:24:29","71715","1869","1"
"1195975","2015-01-09 21:27:20","71687","70438","1"
"1196004","2015-01-10 00:06:17","71721","4567","1"
"1196187","2015-01-12 08:17:37","71767","58525","1"
"1196208","2015-01-12 10:31:39","71774","840","3"
"1196322","2015-01-12 22:51:52","71757","10312","1"
"1196508","2015-01-13 14:54:13","68412","71832","1"
"1196540","2015-01-13 15:29:15","71861","69655","1"
"1196635","2015-01-13 23:45:29","71855","36497","1"
"1196653","2015-01-14 08:23:55","71910","28068","1"
"1196695","2015-01-14 10:58:17","71922","49191","1"
"1196742","2015-01-14 13:15:25","71910","28068","3"
"1196784","2015-01-14 16:58:58","71933","51980","1"
"1196884","2015-01-14 20:23:38","71960","22833","1"
"1196885","2015-01-14 20:51:04","71963","34414","1"
"1196886","2015-01-14 21:11:29","71960","39337","1"
"1196947","2015-01-15 09:45:04","71960","49991","1"
"1196948","2015-01-15 09:51:56","71933","51980","3"
"1197035","2015-01-15 14:52:47","72018","40869","1"
"1197086","2015-01-15 17:17:02","72017","45486","1"
"1197087","2015-01-15 18:03:31","72027","10312","1"
"1197151","2015-01-15 23:15:27","72048","56780","1"
"1197183","2015-01-16 07:09:10","71541","13017","1"
"1197244","2015-01-16 09:53:14","72061","19193","1"
"1197245","2015-01-16 09:55:17","72064","12045","1"
"1197246","2015-01-16 09:57:42","72064","12637","1"
"1197275","2015-01-16 13:16:34","72064","12045","3"
"1197276","2015-01-16 13:16:34","72064","12637","3"
"1197293","2015-01-16 16:04:18","72061","19193","3"
"1197344","2015-01-16 18:13:35","72080","1863","1"
"1197565","2015-01-17 17:33:26","72124","61572","1"
"1197566","2015-01-17 17:33:26","72124","54172","1"
"1197818","2015-01-19 18:47:32","72187","67110","1"
"1197920","2015-01-20 02:13:28","43074","71779","1"
"1198187","2015-01-21 04:54:55","72312","44380","1"
"1198253","2015-01-21 08:25:55","72322","74","1"
"1198254","2015-01-21 09:08:15","72322","74","3"
"1198275","2015-01-21 09:58:43","72327","30814","1"
"1198291","2015-01-21 11:15:31","72327","30814","3"
"1198370","2015-01-21 13:39:35","72341","43925","1"
"1198372","2015-01-21 14:26:24","72305","12944","1"
"1198373","2015-01-21 14:31:08","72339","36556","1"
"1198477","2015-01-21 22:41:41","72370","9573","1"
"1198514","2015-01-22 04:52:00","72375","6953","1"
"1198531","2015-01-22 09:44:00","72395","42720","1"
"1198536","2015-01-22 09:48:38","72395","46357","1"
"1198554","2015-01-22 10:05:44","72375","6953","3"
"1198680","2015-01-22 18:36:14","72423","70312","1"
"1198736","2015-01-22 22:57:17","72428","37686","1"
"1198752","2015-01-23 01:17:18","72432","1318","1"
"1198840","2015-01-23 15:24:04","71959","72271","1"
"1198887","2015-01-23 22:30:39","72484","37511","1"
"1198902","2015-01-23 22:48:03","72358","38612","1"
"1198950","2015-01-24 12:30:59","72504","3282","1"
"1198951","2015-01-24 12:30:59","72504","53264","1"
"1198993","2015-01-24 17:17:04","72496","1318","1"
"1198994","2015-01-24 17:17:04","72496","63884","1"
"1198995","2015-01-24 17:28:17","72504","23965","1"
"1199140","2015-01-26 01:38:08","72536","72259","1"
"1199171","2015-01-26 11:06:22","72549","37037","1"
"1199221","2015-01-26 16:13:46","72562","36754","1"
"1199290","2015-01-26 21:40:16","66956","1737","1"
"1199321","2015-01-26 22:52:46","66956","1737","3"
"1199346","2015-01-27 03:25:45","72594","70391","1"
"1199394","2015-01-27 12:10:57","72615","15982","1"
"1199405","2015-01-27 13:16:25","72622","11043","1"
"1199409","2015-01-27 15:14:26","72629","23965","1"
"1199454","2015-01-27 16:31:19","72609","1795","1"
"1199468","2015-01-27 16:44:14","72638","26173","1"
"1199499","2015-01-27 17:59:32","72649","60487","1"
"1199510","2015-01-27 19:02:28","72629","3282","1"
"1199511","2015-01-27 19:02:28","72629","551","1"
"1199515","2015-01-27 19:24:31","72641","31194","1"
"1199537","2015-01-27 23:30:50","72568","16433","1"
"1199538","2015-01-28 00:08:43","72670","12073","1"
"1199645","2015-01-28 12:57:52","72693","68000","1"
"1199672","2015-01-28 15:32:24","72713","60695","1"
"1199673","2015-01-28 15:49:59","72714","39262","1"
"1199675","2015-01-28 16:23:04","72714","39262","3"
"1199711","2015-01-28 17:57:27","72727","68216","1"
"1199767","2015-01-28 23:28:07","72749","1536","1"
"1199802","2015-01-29 06:07:18","72752","831","1"
"1199895","2015-01-29 11:04:26","72776","9544","1"
"1199988","2015-01-29 15:56:51","72807","5003","1"
"1199998","2015-01-29 16:15:58","72807","5003","3"
"1200015","2015-01-29 16:51:48","72812","11965","1"
"1200029","2015-01-29 17:41:28","72823","67419","1"
"1200078","2015-01-29 18:48:48","72812","61815","1"
"1200079","2015-01-29 18:51:53","72812","61815","3"
"1200080","2015-01-29 18:51:53","72812","11965","3"
"1200232","2015-01-30 09:50:41","72860","53850","1"
"1200233","2015-01-30 09:50:41","72860","1351","1"
"1200345","2015-01-30 17:53:15","72880","56098","1"
"1200379","2015-01-30 20:01:39","72883","57666","1"
"1200400","2015-01-30 21:00:16","72883","57666","3"
"1200432","2015-01-30 22:53:51","72895","70312","1"
"1200669","2015-02-02 10:07:29","72954","71960","1"
"1200670","2015-02-02 10:10:41","72954","71960","3"
"1200671","2015-02-02 10:15:26","72954","10038","1"
"1200751","2015-02-02 14:21:46","72971","72969","1"
"1200775","2015-02-02 17:29:29","72979","54998","1"
"1200776","2015-02-02 17:29:59","72979","67520","1"
"1200777","2015-02-02 17:33:23","72969","72971","3"
"1200778","2015-02-02 18:19:54","72979","54998","3"
"1200859","2015-02-03 00:31:43","72990","16715","1"
"1200915","2015-02-03 08:59:06","72990","16715","3"
"1200927","2015-02-03 09:45:09","73006","5655","1"
"1200949","2015-02-03 10:26:59","72995","18991","1"
"1200981","2015-02-03 11:21:11","73011","27840","3"
"1201031","2015-02-03 16:53:27","73006","5655","3"
"1201062","2015-02-03 19:12:27","73035","71887","1"
"1201167","2015-02-04 10:14:52","73063","7","1"
"1201168","2015-02-04 10:15:55","73063","8382","1"
"1201202","2015-02-04 10:52:57","73063","7","3"
"1201247","2015-02-04 12:13:30","73078","46261","1"
"1201316","2015-02-04 17:02:30","73035","22712","1"
"1201487","2015-02-05 10:40:04","73102","11465","1"
"1201596","2015-02-05 19:26:04","73177","1863","1"
"1201597","2015-02-05 19:49:41","73177","73123","1"
"1201772","2015-02-06 16:13:52","57641","69877","1"
"1201837","2015-02-06 23:41:41","73222","42840","1"
"1201878","2015-02-07 13:37:37","73252","5211","1"
"1201961","2015-02-07 15:38:21","73260","20533","1"
"1201972","2015-02-07 15:54:18","73255","12201","3"
"1201991","2015-02-08 00:35:51","50711","19983","1"
"1202066","2015-02-09 03:14:14","73284","43193","1"
"1202082","2015-02-09 06:54:33","73284","43193","3"
"1202170","2015-02-09 14:15:28","73317","35734","1"
"1205108","2015-02-10 08:02:53","73360","1318","1"
"1205340","2015-02-10 22:39:35","73392","9946","1"
"1205341","2015-02-10 22:39:35","73392","35753","1"
"1205352","2015-02-11 00:37:11","73416","1318","1"
"1205380","2015-02-11 03:42:43","73424","57439","1"
"1205462","2015-02-11 13:08:41","69680","3643","1"
"1205535","2015-02-11 15:55:22","73306","72605","1"
"1205612","2015-02-11 20:10:56","73108","28210","1"
"1205613","2015-02-11 20:10:56","73108","26366","1"
"1205707","2015-02-12 06:46:52","73443","72904","1"
"1210098","2015-02-12 14:28:31","73508","10232","1"
"1210352","2015-02-12 23:57:49","73543","5088","1"
"1210353","2015-02-12 23:57:49","73543","38028","1"
"1210381","2015-02-13 00:42:02","73547","2069","1"
"1210540","2015-02-13 09:50:13","73561","68412","1"
"1210823","2015-02-13 17:39:33","73518","35738","1"
"1210877","2015-02-13 19:42:44","73585","38711","1"
"1212330","2015-02-16 23:11:16","73703","2472","1"
"1212337","2015-02-16 23:59:48","73703","2472","3"
"1212579","2015-02-17 14:48:31","73682","54601","1"
"1212707","2015-02-17 18:49:45","73739","29831","1"
"1212739","2015-02-17 19:14:17","73743","1459","1"
"1212744","2015-02-17 19:24:52","73739","27783","1"
"1212763","2015-02-17 19:48:21","73739","39800","1"
"1212789","2015-02-17 21:27:16","73746","14745","1"
"1212825","2015-02-17 22:55:49","73746","14745","3"
"1212891","2015-02-18 02:22:45","28938","73759","1"
"1212962","2015-02-18 06:33:06","73763","52833","1"
"1212967","2015-02-18 07:04:37","73762","18238","1"
"1213074","2015-02-18 09:48:36","73774","20924","1"
"1213102","2015-02-18 10:40:00","73780","22230","1"
"1213395","2015-02-18 17:44:46","73728","20418","1"
"1213691","2015-02-19 08:48:08","73830","9544","3"
"1214020","2015-02-19 19:35:49","73842","68115","1"
"1214022","2015-02-19 19:37:19","73842","7130","1"
"1214285","2015-02-20 10:55:54","73877","6133","1"
"1214412","2015-02-20 15:11:47","73883","15982","1"
"1214606","2015-02-20 21:11:34","73916","72290","1"
"1214672","2015-02-20 23:50:55","73884","16409","1"
"1215541","2015-02-23 01:55:42","73969","34786","1"
"1215612","2015-02-23 05:49:05","73970","1318","1"
"1215682","2015-02-23 10:33:50","73743","1459","3"
"1215769","2015-02-23 13:44:08","73991","12045","3"
"1215937","2015-02-23 19:19:27","5675","66792","1"
"1216005","2015-02-23 22:39:40","74024","17905","1"
"1216217","2015-02-24 11:13:44","74045","56604","1"
"1216267","2015-02-24 13:15:43","74049","5675","1"
"1216331","2015-02-24 15:15:15","74059","479","1"
"1216349","2015-02-24 15:20:40","74059","479","3"
"1216580","2015-02-24 22:15:52","74038","1072","1"
"1216727","2015-02-25 07:47:55","74038","1072","3"
"1216890","2015-02-25 13:28:09","74100","13651","1"
"1217048","2015-02-25 17:37:01","74121","37976","1"
"1217404","2015-02-26 08:14:07","74133","74121","1"
"1217468","2015-02-26 10:09:18","74165","25735","1"
"1217641","2015-02-26 14:49:04","74181","29180","1"
"1217751","2015-02-26 18:03:35","74187","42392","1"
"1218043","2015-02-27 07:45:58","74174","73565","1"
"1218044","2015-02-27 07:53:20","70407","32877","1"
"1218524","2015-02-28 06:32:55","74259","8876","1"
"1218706","2015-02-28 14:27:11","74035","5675","1"
"1219650","2015-03-02 17:25:05","74311","74187","1"
"1219741","2015-03-02 21:20:25","74311","36017","1"
"1220318","2015-03-03 17:18:29","74368","40326","1"
"1220376","2015-03-03 18:15:37","74371","24858","1"
"1220382","2015-03-03 18:42:11","74363","22887","1"
"1220528","2015-03-03 22:18:18","74387","43888","1"
"1220529","2015-03-03 22:18:18","74387","63884","1"
"1220539","2015-03-03 22:29:22","74371","24858","3"
"1220659","2015-03-04 03:58:57","74404","31010","1"
"1220712","2015-03-04 06:51:27","54030","51303","3"
"1220713","2015-03-04 06:51:37","74404","31010","3"
"1221006","2015-03-04 17:09:39","74405","71960","1"
"1221765","2015-03-05 09:44:37","74464","74","3"
"1221939","2015-03-05 13:26:12","74474","74250","1"
"1222226","2015-03-05 20:30:53","74501","74405","1"
"1222227","2015-03-05 20:31:30","74390","60424","1"
"1222234","2015-03-05 20:53:18","74501","71960","1"
"1222302","2015-03-05 22:43:36","74510","11298","1"
"1222628","2015-03-06 11:31:23","74532","1878","3"
"1222657","2015-03-06 12:03:20","74535","15579","1"
"1222658","2015-03-06 12:03:20","74535","31055","1"
"1222659","2015-03-06 12:03:20","74535","4662","1"
"1222660","2015-03-06 12:03:20","74535","33392","1"
"1222762","2015-03-06 15:44:05","74548","9788","1"
"1222775","2015-03-06 16:00:12","74548","73728","1"
"1222866","2015-03-06 20:38:26","58470","65239","1"
"1222890","2015-03-06 21:22:06","74548","9788","3"
"1222891","2015-03-06 21:22:06","74548","73728","3"
"1223046","2015-03-08 05:13:59","74349","36783","1"
"1223090","2015-03-08 14:01:26","74581","5003","1"
"1223153","2015-03-08 17:20:48","74587","5003","1"
"1223155","2015-03-08 18:04:00","74581","5003","3"
"1223271","2015-03-09 10:06:38","74613","9944","1"
"1223272","2015-03-09 10:23:10","74613","9944","3"
"1223517","2015-03-09 17:15:40","74640","64967","1"
"1223534","2015-03-09 17:57:44","74638","14571","1"
"1223641","2015-03-10 10:40:57","74634","20713","1"
"1223737","2015-03-10 14:38:45","74689","14571","1"
"1223738","2015-03-10 14:39:28","74689","14571","3"
"1223838","2015-03-10 18:39:16","64473","74642","1"
"1224030","2015-03-11 16:27:45","73528","74189","1"
"1224205","2015-03-12 14:23:53","74787","74461","1"
"1224206","2015-03-12 14:23:53","74787","55347","1"
"1224232","2015-03-12 16:09:25","74798","53911","1"
"1224291","2015-03-12 18:50:28","53911","74798","1"
"1224316","2015-03-12 20:25:21","74778","27810","1"
"1224453","2015-03-13 10:22:34","74838","33343","1"
"1224454","2015-03-13 10:29:14","74838","33343","3"
"1224697","2015-03-14 16:14:51","74882","1080","1"
"1224732","2015-03-14 20:42:47","71826","74804","1"
"1224775","2015-03-15 09:00:10","74897","38603","1"
"1224776","2015-03-15 09:36:57","74897","38603","3"
"1225350","2015-03-18 05:44:05","74996","37480","1"
"1225379","2015-03-18 07:45:26","75008","19592","1"
"1225425","2015-03-18 12:09:28","75016","14644","1"
"1225597","2015-03-18 19:42:35","75048","5177","1"
"1225610","2015-03-19 06:23:07","75048","5177","3"
"1225681","2015-03-19 11:23:01","75057","74","1"
"1225692","2015-03-19 11:46:34","75078","50584","1"
"1225724","2015-03-19 14:14:35","75078","50584","3"
"1225821","2015-03-19 20:32:12","75094","3282","1"
"1225824","2015-03-19 21:46:31","74851","67315","1"
"1226074","2015-03-20 23:40:37","75094","72629","1"
"1226175","2015-03-21 20:05:25","75188","74804","1"
"1226176","2015-03-21 20:16:16","75152","16496","1"
"1226177","2015-03-21 20:17:48","75152","17560","1"
"1226258","2015-03-22 16:24:12","75188","74804","3"
"1226259","2015-03-22 16:24:58","75152","16496","3"
"1226270","2015-03-22 16:57:47","75201","72568","1"
"1226478","2015-03-23 12:26:31","75235","11318","1"
"1226479","2015-03-23 12:36:26","75226","1795","1"
"1226481","2015-03-23 12:46:53","75235","11318","3"
"1226538","2015-03-23 15:06:13","75255","3117","1"
"1226539","2015-03-23 15:20:23","75255","3117","3"
"1226573","2015-03-23 19:56:46","75271","10400","1"
"1226577","2015-03-23 20:15:45","75271","42679","3"
"1226578","2015-03-23 20:15:45","75271","10400","3"
"1226687","2015-03-24 08:52:11","75286","18934","1"
"1226688","2015-03-24 09:04:29","75227","44174","1"
"1226689","2015-03-24 09:04:29","75227","9681","1"
"1226701","2015-03-24 10:07:12","75286","18934","3"
"1226781","2015-03-24 21:04:18","75305","1318","1"
"1226826","2015-03-25 06:44:52","75322","27992","1"
"1226935","2015-03-25 13:19:23","75343","50921","1"
"1226946","2015-03-25 13:20:11","75341","1318","1"
"1227298","2015-03-26 09:55:24","75416","75411","1"
"1227299","2015-03-26 09:55:30","75411","75416","1"
"1227321","2015-03-26 12:21:09","75425","64993","1"
"1227363","2015-03-26 15:05:43","75435","4348","1"
"1227364","2015-03-26 15:06:10","75435","24612","1"
"1227399","2015-03-26 17:22:46","68278","39800","1"
"1227400","2015-03-26 17:26:13","75435","4348","3"
"1227436","2015-03-26 19:18:58","66587","30864","1"
"1227449","2015-03-26 23:40:40","75454","11043","1"
"1227482","2015-03-27 11:29:40","75466","33789","1"
"1227483","2015-03-27 11:37:49","75454","72790","1"
"1227484","2015-03-27 11:38:57","75454","2237","1"
"1227635","2015-03-28 09:15:32","75497","73518","1"
"1227887","2015-03-30 10:30:28","75552","74426","1"
"1227908","2015-03-30 10:41:14","75571","45941","1"
"1227938","2015-03-30 13:24:13","75549","60690","1"
"1227980","2015-03-30 19:44:51","75571","45941","3"
"1228021","2015-03-31 00:35:05","75603","34271","1"
"1228076","2015-03-31 06:27:12","75603","334","1"
"1228178","2015-03-31 14:16:35","75632","75444","1"
"1228179","2015-03-31 14:16:35","75632","5493","1"
"1228294","2015-03-31 21:14:22","75377","10312","1"
"1228413","2015-04-01 10:04:44","75466","74725","1"
"1228709","2015-04-02 16:24:06","75795","24133","1"
"1228747","2015-04-02 17:41:12","75680","4947","1"
"1228781","2015-04-02 19:11:35","75812","15858","1"
"1228783","2015-04-02 19:13:33","75810","13362","3"
"1228805","2015-04-02 19:48:05","75816","1635","1"
"1228934","2015-04-03 13:18:48","75850","33281","1"
"1229005","2015-04-03 17:09:55","75854","358","1"
"1229006","2015-04-03 17:09:55","75854","11203","1"
"1229034","2015-04-03 19:40:37","75863","1318","1"
"1229074","2015-04-04 04:03:15","75885","21930","1"
"1229093","2015-04-04 08:53:49","75863","75399","1"
"1229105","2015-04-04 10:55:14","75826","26331","1"
"1229367","2015-04-06 11:31:55","75938","35932","1"
"1229704","2015-04-07 18:59:13","75795","29181","1"
"1229832","2015-04-08 13:59:21","76059","29373","1"
"1230061","2015-04-09 13:53:54","76120","26451","1"
"1230093","2015-04-09 15:04:26","48607","30560","1"
"1230139","2015-04-09 17:27:22","76120","26451","3"
"1230176","2015-04-09 18:51:16","76141","75812","1"
"1230199","2015-04-09 20:35:56","76152","35468","1"
"1234303","2015-04-11 22:21:47","76179","19892","1"
"1238507","2015-04-13 14:34:56","76240","37626","1"
"1238570","2015-04-13 16:10:37","8578","74461","1"
"1238649","2015-04-13 17:39:10","76265","59733","1"
"1238678","2015-04-13 18:37:16","76267","1737","1"
"1238695","2015-04-13 19:27:15","76269","26360","1"
"1238741","2015-04-13 21:24:09","76275","39023","1"
"1238757","2015-04-13 21:33:38","76275","59733","1"
"1239197","2015-04-14 16:58:11","76301","9788","1"
"1239400","2015-04-14 22:58:00","76317","44567","1"
"1239537","2015-04-15 06:09:13","76301","9788","3"
"1239594","2015-04-15 08:21:04","75017","40172","1"
"1239846","2015-04-15 15:22:04","76348","75201","1"
"1240197","2015-04-16 04:57:45","76348","75201","3"
"1240431","2015-04-16 13:37:54","76243","13674","1"
"1240537","2015-04-16 15:58:59","76391","23422","1"
"1240739","2015-04-16 22:00:13","76391","23422","3"
"1240772","2015-04-17 00:05:11","76459","76178","1"
"1240786","2015-04-17 00:29:00","76414","75196","1"
"1241294","2015-04-17 19:14:20","76496","76475","1"
"1241326","2015-04-17 20:26:05","76446","39544","1"
"1241353","2015-04-17 22:34:31","76496","66885","1"
"1241919","2015-04-19 06:39:20","63402","73556","1"
"1242032","2015-04-19 10:36:50","76532","8647","3"
"1242421","2015-04-19 22:03:40","21578","52759","1"
"1242578","2015-04-20 08:50:31","76575","53830","1"
"1242805","2015-04-20 15:46:16","76605","3330","1"
"1243040","2015-04-21 00:53:28","76575","63377","1"
"1243183","2015-04-21 09:26:48","26121","72516","1"
"1243213","2015-04-21 10:48:39","76634","63612","1"
"1243245","2015-04-21 12:23:29","76575","9798","1"
"1243344","2015-04-21 13:42:35","76650","13647","1"
"1243357","2015-04-21 14:03:32","76650","13647","3"
"1243613","2015-04-21 22:13:13","76673","13055","1"
"1243744","2015-04-22 08:01:39","76632","41188","1"
"1243933","2015-04-22 13:36:54","74311","7216","1"
"1243994","2015-04-22 16:30:58","76446","39544","3"
"1244105","2015-04-22 20:57:13","76699","13674","1"
"1244636","2015-04-23 18:17:59","76733","74311","1"
"1244668","2015-04-23 18:49:49","76787","11150","1"
"1245039","2015-04-24 10:08:52","76834","49868","1"
"1245040","2015-04-24 10:13:47","76834","49868","3"
"1245229","2015-04-24 15:20:16","76850","20364","1"
"1245378","2015-04-24 19:52:39","76878","32877","1"
"1245460","2015-04-24 23:13:45","76888","2627","1"
"1245881","2015-04-26 01:10:34","76907","45019","1"
"1246102","2015-04-26 12:26:52","76907","45019","3"
"1246371","2015-04-26 21:34:44","76926","16203","1"
"1246372","2015-04-26 21:34:44","76926","9292","1"
"1246523","2015-04-27 06:22:43","76935","55419","1"
"1246524","2015-04-27 06:22:43","76935","76179","1"
"1246525","2015-04-27 06:22:43","76935","48174","1"
"1247174","2015-04-28 07:20:14","76996","33014","1"
"1247230","2015-04-28 08:53:51","76996","70157","1"
"1247253","2015-04-28 09:09:24","76951","10312","1"
"1247381","2015-04-28 12:33:00","76996","70157","3"
"1247674","2015-04-28 22:01:50","77040","1282","1"
"1247850","2015-04-29 09:26:33","77064","21388","1"
"1248099","2015-04-29 16:11:42","77089","66604","1"
"1248124","2015-04-29 17:13:58","77089","66604","3"
"1248348","2015-04-30 04:06:11","77101","1863","1"
"1248605","2015-04-30 14:27:54","77131","8439","3"
"1248771","2015-04-30 19:25:40","77150","56541","1"
"1248801","2015-04-30 20:24:07","77121","59733","1"
"1248867","2015-04-30 23:03:41","77124","12929","1"
"1248892","2015-05-01 01:07:01","77143","10312","1"
"1249016","2015-05-01 09:16:54","77171","27987","3"
"1249044","2015-05-01 09:52:41","77124","12929","3"
"1249209","2015-05-01 17:34:51","77186","72899","1"
"1249224","2015-05-01 18:12:31","77186","72546","1"
"1249281","2015-05-01 20:18:03","48843","49866","1"
"1249474","2015-05-02 05:57:49","48843","49866","3"
"1249629","2015-05-02 13:08:08","76970","23549","1"
"1249630","2015-05-02 13:10:41","76970","41938","1"
"1250034","2015-05-03 07:03:26","77215","3611","1"
"1250035","2015-05-03 07:04:04","77215","3611","3"
"1250202","2015-05-03 14:57:04","77222","9598","1"
"1250781","2015-05-04 05:21:34","77236","6584","1"
"1250782","2015-05-04 05:21:34","77236","17895","1"
"1250908","2015-05-04 10:23:16","77243","4636","1"
"1251395","2015-05-04 22:48:49","77267","261","1"
"1251396","2015-05-04 22:51:50","77267","38405","1"
"1251513","2015-05-05 03:49:48","77267","261","3"
"1251597","2015-05-05 07:50:14","77279","19464","1"
"1251617","2015-05-05 08:40:04","77279","19464","3"
"1251929","2015-05-05 18:27:45","77320","20663","1"
"1252306","2015-05-06 19:59:47","78387","17347","1"
"1252318","2015-05-06 20:08:06","78388","11203","1"
"1252351","2015-05-06 23:26:32","77272","1795","1"
"1252370","2015-05-07 07:13:38","78388","11203","3"
"1252460","2015-05-07 14:52:46","78414","11357","3"
"1252462","2015-05-07 14:57:41","78420","42675","1"
"1252507","2015-05-07 15:47:05","78424","53341","1"
"1252538","2015-05-07 18:12:29","78432","34002","1"
"1252554","2015-05-07 18:55:11","78387","17347","3"
"1252607","2015-05-07 21:03:17","77272","1795","3"
"1252923","2015-05-08 14:45:45","78494","33445","1"
"1253144","2015-05-09 11:07:32","64664","59640","1"
"1253145","2015-05-09 11:07:32","64664","6165","1"
"1253146","2015-05-09 11:08:49","6165","59640","1"
"1253147","2015-05-09 11:08:49","6165","64664","1"
"1253148","2015-05-09 11:09:40","59640","6165","1"
"1253149","2015-05-09 11:09:40","59640","64664","1"
"1253343","2015-05-11 08:26:27","78580","18594","1"
"1253389","2015-05-11 10:01:50","78560","37455","3"
"1253444","2015-05-11 13:14:44","78596","45019","1"
"1253445","2015-05-11 13:25:46","78596","41712","1"
"1253456","2015-05-11 14:10:08","78596","45019","3"
"1253457","2015-05-11 14:10:08","78596","41712","3"
"1253557","2015-05-12 00:05:04","78627","16322","1"
"1253558","2015-05-12 00:05:04","78627","16563","1"
"1253559","2015-05-12 00:05:04","78627","41035","1"
"1253560","2015-05-12 00:05:04","78627","38226","1"
"1253645","2015-05-12 13:45:32","78490","39385","1"
"1253798","2015-05-13 11:17:59","78695","60182","1"
"1253927","2015-05-13 21:07:23","78725","78628","1"
"1253979","2015-05-14 05:34:35","78490","1737","1"
"1254190","2015-05-14 23:16:58","78628","78725","1"
"1254295","2015-05-15 06:50:18","78805","21836","1"
"1254486","2015-05-16 07:11:23","78829","11965","1"
"1254570","2015-05-17 07:43:26","78655","9220","1"
"1254799","2015-05-18 20:03:55","78655","9220","3"
"1254847","2015-05-19 05:32:21","78490","44870","1"
"1254848","2015-05-19 05:32:21","78490","24858","1"
"1254849","2015-05-19 05:32:21","78490","7130","1"
"1254896","2015-05-19 09:08:43","78936","74777","1"
"1255118","2015-05-20 05:57:08","78954","72315","1"
"1255119","2015-05-20 05:57:13","78954","57800","1"
"1255262","2015-05-20 18:51:10","79018","6093","1"
"1255271","2015-05-20 20:39:54","79031","38822","1"
"1255276","2015-05-20 21:28:21","78764","58102","1"
"1255279","2015-05-20 23:36:01","79043","9105","1"
"1255504","2015-05-21 17:46:44","78935","1737","1"
"1255505","2015-05-21 17:46:44","78935","11177","1"
"1255506","2015-05-21 17:46:44","78935","76222","1"
"1255568","2015-05-21 23:52:45","79103","34632","1"
"1255617","2015-05-22 09:00:30","79103","34632","3"
"1255896","2015-05-24 14:07:01","78961","78872","3"
"1255949","2015-05-25 05:48:02","79188","56332","1"
"1255972","2015-05-25 07:15:23","79188","13674","1"
"1255973","2015-05-25 07:23:04","79191","63558","1"
"1255981","2015-05-25 09:39:24","79194","10312","1"
"1256112","2015-05-25 20:52:03","79206","64480","1"
"1256113","2015-05-25 20:58:51","79206","72124","1"
"1256276","2015-05-26 14:51:11","79261","46613","1"
"1256503","2015-05-27 19:13:19","79322","1459","1"
"1256525","2015-05-27 20:59:43","79322","1459","3"
"1256536","2015-05-27 22:32:55","79323","9331","1"
"1256564","2015-05-28 06:30:19","79350","38394","1"
"1256662","2015-05-28 13:29:36","79369","74996","1"
"1256663","2015-05-28 13:29:36","79369","3418","1"
"1256664","2015-05-28 13:29:36","79369","37480","1"
"1256665","2015-05-28 13:29:36","79369","20610","1"
"1256666","2015-05-28 13:29:36","79369","48730","1"
"1256828","2015-05-29 04:05:39","79413","5084","1"
"1256905","2015-05-29 12:23:01","45684","7071","1"
"1257070","2015-05-30 15:13:56","79467","9544","1"
"1257162","2015-05-31 01:26:48","79483","55240","1"
"1257204","2015-05-31 09:31:54","79488","39023","1"
"1257414","2015-06-01 18:55:41","79525","40717","1"
"1257500","2015-06-01 22:43:04","79544","10728","1"
"1257681","2015-06-02 18:32:26","79592","50226","1"
"1257724","2015-06-02 21:56:38","79610","1072","1"
"1257725","2015-06-02 21:57:42","79610","37","1"
"1257726","2015-06-02 21:57:42","79610","8569","1"
